,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Mode
81,9.92,0.11,2.82,-0.55,-0.13,-0.05,1.0
82,9.86,0.1,2.38,-0.58,-0.22,-0.0,1.0
83,10.06,0.06,2.56,-0.63,0.23,-0.04,1.0
84,9.63,0.11,4.23,-0.62,0.33,-0.04,1.0
85,9.48,0.1,4.4,-0.62,0.24,-0.03,1.0
86,9.25,0.14,5.51,-0.63,-0.28,-0.02,1.0
87,9.75,0.31,3.9,-0.6,-0.01,0.0,1.0
88,9.7,0.22,3.62,-0.56,-0.23,0.0,1.0
89,9.72,0.03,2.49,-0.6,-0.24,-0.08,1.0
90,9.95,-0.06,3.41,-0.64,0.17,-0.01,1.0
91,9.34,0.12,3.62,-0.5,0.13,0.04,1.0
92,9.31,0.42,3.84,-0.62,-0.02,-0.01,1.0
93,8.84,0.9,3.74,-0.55,0.2,-0.07,1.0
94,9.1,0.36,4.93,-0.68,-0.09,-0.05,1.0
95,9.21,0.08,4.08,-0.59,-0.07,0.07,1.0
96,9.17,0.66,4.19,-0.67,-0.21,-0.04,1.0
97,9.7,-0.11,4.0,-0.77,-0.02,-0.16,1.0
98,10.19,0.42,3.5,-0.48,0.1,-0.03,1.0
99,8.92,-0.79,-4.15,-0.78,0.55,-0.08,1.0
100,10.29,-0.37,1.36,-0.5,0.21,-0.23,1.0
101,9.73,0.17,2.71,-0.57,0.27,-0.05,1.0
102,10.01,-0.86,1.2,-0.71,-0.16,0.12,1.0
103,9.96,-0.37,1.9,-0.63,-0.15,0.19,1.0
104,10.42,-0.3,1.56,-0.53,-0.06,0.02,1.0
105,9.96,-0.57,1.34,-0.79,-0.26,0.03,1.0
106,10.59,-0.27,1.04,-0.86,-0.12,-0.1,1.0
107,9.87,-0.47,0.92,-0.54,-0.06,-0.09,1.0
108,9.82,-0.11,1.26,-0.6,0.02,-0.06,1.0
109,9.73,-0.06,3.07,-0.63,0.76,-0.13,1.0
110,10.15,0.01,2.08,-0.56,-0.2,0.02,1.0
111,10.11,0.2,2.1,-0.55,-0.16,-0.02,1.0
112,10.1,0.14,2.0,-0.56,-0.14,-0.04,1.0
113,10.26,0.04,1.53,-0.57,-0.07,-0.06,1.0
114,10.21,0.2,1.58,-0.56,-0.07,-0.02,1.0
115,10.29,0.23,1.66,-0.62,0.01,-0.01,1.0
116,10.38,-0.41,1.84,-0.6,0.25,-0.06,1.0
117,10.38,-0.33,1.76,-0.58,0.31,-0.1,1.0
118,9.98,0.06,2.28,-0.62,0.09,-0.03,1.0
119,10.07,-0.35,2.16,-0.69,1.11,-0.26,1.0
120,9.52,0.09,3.54,-0.73,1.45,-0.41,1.0
121,9.86,-0.42,2.71,-0.6,-0.44,0.14,1.0
122,9.79,-0.11,3.12,-0.65,-0.04,-0.03,1.0
123,9.93,-0.15,2.91,-0.65,-0.02,-0.03,1.0
124,9.95,-0.02,2.89,-0.62,0.01,-0.04,1.0
125,9.84,-0.14,2.63,-0.66,0.46,-0.11,1.0
126,9.48,0.02,3.95,-0.68,0.36,-0.05,1.0
127,9.87,-0.1,3.18,-0.62,-0.12,0.03,1.0
128,10.07,-0.13,2.87,-0.58,-0.18,-0.05,1.0
129,9.96,-0.35,2.55,-0.65,0.3,-0.12,1.0
130,9.58,0.28,4.36,-0.76,0.85,-0.19,1.0
131,9.82,0.19,3.57,-0.65,0.37,-0.3,1.0
132,9.3,0.39,5.15,-0.62,0.39,-0.05,1.0
133,8.69,0.35,5.9,-0.66,0.53,-0.09,1.0
134,8.77,0.23,5.6,-0.62,-0.01,-0.02,1.0
135,8.71,0.27,5.57,-0.65,0.08,-0.02,1.0
136,9.07,0.36,5.41,-0.64,-0.01,-0.02,1.0
137,8.58,0.53,5.88,-0.64,0.1,-0.03,1.0
138,8.63,0.54,5.75,-0.62,0.4,-0.08,1.0
139,8.27,0.58,6.11,-0.61,-0.03,-0.05,1.0
140,8.43,0.59,6.32,-0.62,-0.05,-0.02,1.0
141,8.18,0.75,7.04,-0.6,0.12,-0.02,1.0
142,8.13,0.74,6.35,-0.62,-0.08,-0.0,1.0
143,8.37,0.8,6.15,-0.59,-0.01,-0.25,1.0
144,8.8,1.13,6.17,-0.63,-1.0,0.05,1.0
145,8.92,0.71,5.57,-0.62,-0.95,-0.05,1.0
146,9.75,1.24,2.53,-0.41,-0.9,0.02,1.0
147,9.86,1.09,2.07,-0.39,-0.36,0.14,1.0
148,10.33,0.99,2.01,-0.39,0.08,0.09,1.0
149,9.95,0.67,1.73,-0.72,-0.04,0.02,1.0
150,10.37,0.56,1.79,-0.71,-0.01,-0.04,1.0
151,9.98,1.0,1.52,-0.59,-0.16,0.1,1.0
152,10.14,0.45,1.52,-0.57,-0.27,0.18,1.0
153,10.45,0.38,1.12,-0.58,-0.28,0.27,1.0
154,10.09,0.67,1.0,-0.59,-0.03,0.02,1.0
155,9.55,0.55,2.85,-0.62,0.25,-0.15,1.0
156,9.55,0.91,3.68,-0.69,0.16,-0.11,1.0
157,9.59,0.97,2.95,-0.66,-0.17,-0.06,1.0
158,10.21,0.46,2.44,-0.62,0.15,0.01,1.0
159,10.3,0.52,2.47,-0.86,0.28,-0.04,1.0
160,10.04,0.61,2.73,-0.75,-0.13,-0.05,1.0
161,10.01,0.66,2.83,-0.53,0.05,-0.16,1.0
162,10.0,0.5,2.36,-0.76,-0.04,-0.04,1.0
163,9.5,1.1,3.75,-0.6,-0.03,0.01,1.0
164,9.94,0.71,2.68,-0.65,-0.13,0.02,1.0
165,10.05,0.62,2.37,-0.6,-0.16,-0.0,1.0
166,10.08,0.7,1.97,-0.7,-0.36,0.04,1.0
167,10.11,0.64,2.12,-0.64,0.01,0.02,1.0
168,10.19,-0.23,1.81,-0.62,-0.03,0.1,1.0
169,10.24,-0.04,1.4,-0.6,-0.04,-0.19,1.0
170,10.18,0.09,1.35,-0.65,0.01,-0.19,1.0
171,10.32,0.63,1.21,-0.94,-0.31,0.11,1.0
172,10.0,0.11,0.63,-0.61,0.18,0.04,1.0
173,10.07,0.17,1.62,-0.69,-0.18,-0.03,1.0
174,10.18,0.14,0.9,-0.57,0.03,-0.02,1.0
175,10.3,0.02,0.55,-0.59,-0.09,-0.08,1.0
176,10.02,-0.29,2.63,-0.55,0.09,-0.03,1.0
177,9.7,-0.0,1.23,-0.67,-0.18,-0.0,1.0
178,9.99,-0.95,1.0,-0.57,-0.63,0.24,1.0
179,10.21,0.09,3.33,-0.73,0.2,-0.19,1.0
180,9.49,0.43,3.12,-0.61,0.17,-0.19,1.0
181,9.44,0.06,3.36,-0.5,-0.01,-0.18,1.0
182,10.15,-0.4,2.52,-0.55,0.0,-0.02,1.0
183,9.88,-0.27,2.37,-0.56,-0.37,0.07,1.0
184,10.11,-0.12,2.1,-0.6,-0.01,-0.03,1.0
185,10.04,-0.18,2.03,-0.61,0.04,-0.03,1.0
186,9.67,-0.14,3.69,-0.67,0.54,-0.1,1.0
187,9.9,-0.09,2.33,-0.62,-0.06,0.03,1.0
188,10.12,-0.34,2.54,-0.69,0.01,-0.02,1.0
189,10.15,-0.17,1.9,-0.63,-0.02,-0.04,1.0
190,10.32,-0.55,1.55,-0.51,-0.06,-0.01,1.0
191,10.11,-0.53,1.63,-0.52,-0.02,-0.09,1.0
192,10.26,0.03,1.62,-0.56,-0.2,0.03,1.0
193,10.19,0.12,1.36,-0.61,-0.31,0.0,1.0
194,9.88,-0.06,1.02,-0.84,-0.29,-0.05,1.0
195,9.93,-0.26,1.67,-0.49,-0.72,-0.08,1.0
196,10.13,0.92,0.09,-0.39,-0.43,-0.15,1.0
197,10.04,0.18,-0.09,-0.5,-0.07,-0.05,1.0
198,10.39,0.25,-0.09,-0.6,-0.05,0.01,1.0
199,10.3,0.22,-0.25,-0.61,-0.01,0.02,1.0
200,10.1,0.11,-0.42,-0.6,0.0,0.0,1.0
201,10.01,1.04,0.43,-0.56,0.18,-0.15,1.0
202,10.2,0.1,1.54,-0.6,0.08,0.05,1.0
203,9.79,-0.03,1.85,-0.68,-0.09,0.18,1.0
204,10.44,-0.3,1.55,-0.81,-0.32,0.14,1.0
205,10.29,-0.24,1.37,-0.81,-0.16,0.11,1.0
206,10.13,-0.59,1.12,-0.64,-0.15,-0.0,1.0
207,10.35,-0.26,0.71,-0.65,-0.19,0.01,1.0
208,10.15,-0.15,2.25,-0.5,0.07,-0.0,1.0
209,10.5,-0.66,1.8,-0.47,0.92,0.21,1.0
210,9.98,-0.59,2.76,-0.84,0.36,0.22,1.0
211,9.12,0.15,3.68,-0.64,0.08,-0.33,1.0
212,11.13,0.51,2.06,-0.64,-0.24,-0.11,1.0
213,10.16,-0.14,2.36,-0.56,-0.07,0.07,1.0
214,9.86,-0.75,2.85,-0.5,0.04,0.09,1.0
215,9.92,0.16,2.44,-0.61,-0.09,-0.02,1.0
216,9.62,0.04,2.1,-0.61,-0.07,-0.02,1.0
217,9.36,0.48,0.82,-0.74,-0.46,-0.07,1.0
218,9.94,-0.17,0.68,-0.38,-1.32,0.16,1.0
219,10.11,0.08,-0.1,-0.58,-0.01,-0.08,1.0
220,10.05,0.12,2.07,-0.62,0.34,0.01,1.0
221,9.74,0.03,2.27,-0.62,0.08,0.04,1.0
222,10.02,-0.13,1.94,-0.65,-0.11,-0.03,1.0
223,10.13,-0.18,1.86,-0.65,-0.13,-0.01,1.0
224,10.09,-0.04,1.44,-0.61,0.15,-0.07,1.0
225,10.08,-0.05,1.47,-0.66,0.05,-0.06,1.0
226,10.21,0.24,1.36,-0.65,-0.1,-0.09,1.0
227,10.25,-0.08,1.15,-0.81,0.07,-0.09,1.0
228,10.17,-0.07,1.62,-0.62,-0.18,-0.06,1.0
229,10.06,-0.18,2.03,-0.55,-0.18,-0.03,1.0
230,10.18,-0.06,1.94,-0.57,-0.17,-0.03,1.0
231,9.93,-0.11,1.87,-0.62,-0.11,-0.01,1.0
232,10.07,-0.03,1.75,-0.64,-0.08,-0.03,1.0
233,10.2,-0.05,1.65,-0.61,-0.13,-0.05,1.0
234,10.06,0.04,0.99,-0.63,-0.21,-0.06,1.0
235,9.25,0.34,3.38,-0.07,0.11,-0.25,1.0
236,10.19,0.14,1.96,-0.69,0.15,-0.0,1.0
237,10.17,-0.01,2.17,-0.63,-0.0,0.01,1.0
238,10.2,-0.06,1.94,-0.58,0.08,-0.04,1.0
239,10.04,0.04,2.06,-0.6,0.13,0.01,1.0
240,9.91,0.01,3.48,-0.54,0.44,0.01,1.0
241,9.66,0.03,3.92,-0.52,0.37,-0.05,1.0
242,9.72,0.06,4.13,-0.62,0.17,0.01,1.0
243,9.44,0.09,4.38,-0.62,0.12,-0.0,1.0
244,9.27,0.07,4.98,-0.57,0.11,-0.0,1.0
245,8.93,-0.07,5.71,-0.83,0.13,-0.16,1.0
246,8.88,0.17,4.92,-0.57,0.07,0.01,1.0
247,8.44,0.6,5.78,-0.69,0.21,0.01,1.0
248,8.92,0.19,5.42,-0.62,-0.03,-0.02,1.0
249,8.74,0.34,5.92,-0.61,-0.07,-0.02,1.0
250,9.03,0.49,5.15,-0.62,-0.16,-0.01,1.0
251,8.34,0.65,6.37,-0.56,-0.06,-0.04,1.0
252,8.77,0.7,6.17,-0.47,0.1,-0.03,1.0
253,8.55,0.3,5.97,-0.47,-0.19,-0.08,1.0
254,8.5,0.45,5.65,-0.39,-0.72,0.16,1.0
255,8.94,0.35,5.02,-0.42,-0.72,0.18,1.0
256,9.77,0.2,4.51,-0.43,-0.39,0.09,1.0
257,9.56,0.33,4.67,-0.44,-0.34,0.04,1.0
258,9.84,0.34,3.12,-0.34,-0.57,-0.04,1.0
259,10.14,0.55,2.91,-0.44,-0.51,-0.03,1.0
260,9.8,0.24,2.95,-0.58,-0.22,-0.07,1.0
261,10.32,-0.09,2.78,-0.67,-0.09,-0.02,1.0
262,10.33,0.28,2.09,-0.4,-0.43,0.08,1.0
263,9.83,-0.05,2.26,-0.42,-0.64,0.06,1.0
264,10.25,0.35,1.57,-0.56,-0.06,-0.01,1.0
265,9.9,-0.24,1.77,-0.58,-0.04,0.05,1.0
266,10.19,-0.45,1.51,-0.64,-0.05,-0.0,1.0
267,10.22,-0.03,1.57,-0.74,-0.03,0.01,1.0
268,10.58,-0.86,2.09,-0.66,1.13,-0.44,1.0
269,9.06,0.03,2.98,-0.6,-0.12,-0.09,1.0
270,10.11,0.34,0.78,-0.63,-0.68,-0.01,1.0
271,10.04,0.22,1.0,-0.64,0.02,-0.02,1.0
272,8.8,0.08,2.49,-0.92,-0.16,0.2,1.0
273,10.32,-0.48,0.63,-0.71,0.39,0.06,1.0
274,10.17,-0.25,1.36,-0.72,0.38,-0.14,1.0
275,10.33,-0.43,1.31,-0.7,0.22,-0.14,1.0
276,10.18,0.06,0.8,-0.61,-0.03,-0.02,1.0
277,9.66,0.02,1.57,-0.6,0.1,0.0,1.0
278,9.72,0.39,2.24,-0.55,0.12,-0.07,1.0
279,9.72,0.79,2.78,-0.81,-0.0,0.01,1.0
280,9.69,0.69,2.78,-0.63,0.05,-0.04,1.0
281,10.11,0.54,2.38,-0.59,-0.03,-0.02,1.0
282,10.09,1.1,2.54,-0.67,-0.01,-0.11,1.0
283,10.12,1.09,2.51,-0.62,-0.04,0.03,1.0
284,10.03,0.87,2.14,-0.51,-0.12,0.11,1.0
285,10.18,0.88,1.97,-0.56,-0.06,-0.07,1.0
286,10.11,0.7,2.07,-0.64,0.01,-0.05,1.0
287,10.15,0.84,1.46,-0.52,-0.15,-0.06,1.0
288,10.09,0.71,1.41,-0.5,-0.18,-0.04,1.0
289,10.09,0.59,1.05,-0.37,-0.12,-0.03,1.0
290,10.5,1.81,0.59,-0.33,-0.11,-0.05,1.0
291,10.4,1.11,0.85,-0.36,-0.12,-0.06,1.0
292,10.2,0.63,1.12,-0.78,0.37,0.06,1.0
293,10.0,0.69,1.21,-0.74,0.32,0.07,1.0
294,9.87,0.54,1.48,-0.71,0.26,0.14,1.0
295,10.18,0.6,1.42,-0.68,0.26,0.15,1.0
296,9.98,0.43,1.52,-0.69,0.36,0.07,1.0
297,10.13,0.34,1.82,-0.65,0.3,0.02,1.0
298,9.95,0.49,2.3,-0.66,0.25,0.0,1.0
299,9.81,0.42,2.23,-0.63,0.21,0.03,1.0
300,9.74,0.35,2.49,-0.64,0.14,-0.0,1.0
301,9.83,0.16,1.55,-0.65,-0.36,0.06,1.0
302,10.29,0.23,1.18,-0.59,-0.29,0.01,1.0
303,10.13,0.24,0.79,-0.61,-0.32,0.06,1.0
304,10.22,-0.01,0.49,-0.59,0.01,-0.03,1.0
305,10.14,0.12,0.57,-0.63,-0.16,0.03,1.0
306,10.07,-0.11,0.44,-0.7,0.02,-0.05,1.0
307,10.3,0.14,0.99,-0.41,0.21,-0.12,1.0
308,10.18,-0.24,0.42,-0.66,-0.16,-0.02,1.0
309,10.33,-0.54,0.3,-0.61,-0.2,-0.03,1.0
310,10.19,-0.36,0.09,-0.69,-0.13,-0.03,1.0
311,10.08,-0.23,-0.04,-0.67,-0.12,-0.04,1.0
312,10.05,-0.17,-0.17,-0.62,-0.07,-0.05,1.0
313,10.36,-0.19,-0.62,-0.64,-0.14,-0.03,1.0
314,10.16,-0.31,-0.88,-0.67,-0.18,0.06,1.0
315,9.97,-0.3,-1.05,-0.65,-0.06,0.04,1.0
316,10.03,-0.44,-1.16,-0.63,-0.05,0.02,1.0
317,10.3,0.23,0.02,-0.58,-0.07,0.03,1.0
318,10.02,0.01,-0.3,-0.56,0.03,-0.01,1.0
319,10.04,0.33,1.32,-0.64,0.46,-0.16,1.0
320,10.02,0.39,1.7,-0.67,0.35,-0.17,1.0
321,9.86,0.63,1.9,-0.71,0.05,-0.11,1.0
322,10.09,0.48,2.13,-0.74,0.08,-0.07,1.0
323,10.06,0.87,3.01,-0.6,0.28,-0.09,1.0
324,9.59,0.88,2.92,-0.66,0.2,-0.12,1.0
325,10.01,1.06,3.12,-0.64,0.28,-0.09,1.0
326,9.94,0.91,3.24,-0.63,0.09,0.01,1.0
327,8.99,0.75,2.53,-0.62,0.05,0.08,1.0
328,12.17,-0.02,2.77,-0.92,0.17,0.06,1.0
329,9.72,0.58,2.94,-0.68,-0.12,0.03,1.0
330,9.01,0.67,3.01,-0.73,-0.14,0.04,1.0
331,10.33,0.68,2.28,-0.52,-0.05,-0.12,1.0
332,11.02,0.02,2.22,-0.57,-0.25,0.01,1.0
333,9.77,0.45,2.02,-0.63,-0.02,-0.08,1.0
334,10.11,0.38,2.15,-0.66,-0.04,-0.07,1.0
335,9.89,-0.04,2.11,-0.6,-0.13,0.1,1.0
336,9.8,0.4,1.75,-0.57,-0.21,0.02,1.0
337,10.06,0.27,1.81,-0.62,-0.57,0.04,1.0
338,10.21,0.24,1.47,-0.62,-0.42,0.04,1.0
339,9.77,0.61,1.5,-0.63,-0.33,-0.0,1.0
340,10.46,0.14,0.64,-0.71,-0.58,0.05,1.0
341,9.84,-0.33,-4.14,-0.65,0.61,-0.08,1.0
342,9.04,-0.12,-3.41,-0.69,0.43,-0.14,1.0
343,8.84,-0.25,-2.73,-0.64,0.43,0.08,1.0
344,8.96,-0.05,-2.71,-0.65,0.51,-0.06,1.0
345,10.23,-0.25,-2.5,-0.62,0.35,-0.05,1.0
346,9.66,0.72,0.96,-0.58,0.27,-0.09,1.0
347,10.12,0.47,1.3,-0.63,0.25,-0.11,1.0
348,10.02,0.69,1.78,-0.61,0.3,-0.13,1.0
349,10.29,0.81,1.81,-0.61,0.13,-0.07,1.0
350,10.24,0.63,2.14,-0.65,0.26,0.01,1.0
351,10.2,0.69,2.19,-0.66,0.21,0.01,1.0
352,9.66,0.65,2.36,-0.59,-0.09,0.0,1.0
353,9.69,0.7,2.49,-0.6,0.01,-0.04,1.0
354,10.1,0.68,2.11,-0.48,0.06,-0.01,1.0
355,9.99,0.81,2.25,-0.57,0.02,0.04,1.0
356,9.83,0.6,1.47,-0.58,-0.25,-0.09,1.0
357,10.09,0.46,1.89,-0.66,0.31,-0.05,1.0
358,9.36,0.41,1.98,-0.64,-0.31,-0.05,1.0
359,10.55,1.18,1.83,-0.52,-0.18,-0.01,1.0
360,9.67,0.36,1.95,-0.48,0.05,-0.04,1.0
361,10.25,0.57,1.45,-0.61,-0.21,-0.01,1.0
362,10.19,0.75,1.21,-0.6,0.09,-0.03,1.0
363,9.81,0.91,1.44,-0.6,0.03,-0.11,1.0
364,10.27,0.65,1.11,-0.58,-0.04,0.12,1.0
365,10.22,0.28,1.22,-0.52,-0.08,0.08,1.0
366,10.17,0.08,0.9,-0.56,-0.08,0.04,1.0
367,10.28,0.34,0.51,-0.58,-0.02,0.01,1.0
368,9.96,-0.33,1.87,-0.56,0.01,0.02,1.0
369,10.1,-0.42,1.84,-0.52,0.1,0.07,1.0
370,10.16,-0.51,0.09,-0.65,-0.02,-0.04,1.0
371,10.2,0.39,1.0,-0.59,-0.3,-0.04,1.0
372,10.23,0.54,1.2,-0.6,0.24,-0.06,1.0
373,10.41,-0.02,1.31,-0.73,0.03,0.02,1.0
374,10.27,-0.17,1.87,-0.54,0.18,0.24,1.0
375,9.74,-0.03,1.77,-0.61,0.13,0.15,1.0
376,9.7,-0.13,1.89,-0.58,0.07,0.18,1.0
377,10.21,-0.13,1.49,-0.6,-0.25,-0.04,1.0
378,10.01,-0.18,2.43,-0.61,-0.38,0.03,1.0
379,10.16,-0.15,2.45,-0.63,-0.29,0.0,1.0
380,10.08,-0.14,1.18,-0.57,-0.66,-0.02,1.0
381,10.37,-0.17,0.08,-0.53,-0.51,-0.1,1.0
382,9.85,-0.02,0.5,-0.61,-0.14,-0.12,1.0
383,10.09,0.15,0.86,-0.59,-0.12,-0.07,1.0
384,10.24,0.02,1.32,-0.6,0.04,0.03,1.0
385,9.97,0.11,0.42,-0.6,-0.01,-0.06,1.0
386,9.94,0.17,0.57,-0.6,-0.04,-0.04,1.0
387,9.95,-0.05,1.09,-0.62,-0.02,-0.02,1.0
388,10.51,-0.53,2.18,-0.69,-0.13,0.12,1.0
389,10.07,-0.33,2.01,-0.63,0.09,0.1,1.0
390,9.79,-0.42,2.12,-0.62,0.08,0.06,1.0
391,10.23,-1.0,2.42,-0.65,0.17,-0.03,1.0
392,9.85,-0.5,3.1,-0.63,0.16,-0.09,1.0
393,10.08,-0.07,2.32,-0.62,-0.08,-0.11,1.0
394,9.5,-0.11,2.04,-0.61,-0.0,-0.1,1.0
395,9.95,0.24,2.0,-0.6,0.06,-0.02,1.0
396,10.03,0.2,1.53,-0.61,-0.02,-0.03,1.0
397,10.18,0.08,1.21,-0.64,-0.17,0.04,1.0
398,10.31,0.39,0.67,-0.61,-0.05,0.05,1.0
399,10.13,-0.26,1.77,-0.63,-0.08,-0.0,1.0
400,10.15,0.23,1.59,-0.69,-0.18,0.04,1.0
401,10.16,0.05,1.34,-0.63,-0.1,-0.01,1.0
402,10.27,-0.02,1.13,-0.59,-0.19,-0.05,1.0
403,10.27,-0.06,0.99,-0.58,-0.15,-0.03,1.0
404,10.14,0.13,0.82,-0.65,0.04,-0.02,1.0
405,10.19,-0.66,1.32,-0.62,0.09,0.1,1.0
406,10.01,-0.99,1.44,-0.73,0.08,0.07,1.0
407,9.73,0.93,1.65,-0.64,0.18,-0.08,1.0
408,9.65,1.33,2.41,-0.6,0.5,-0.16,1.0
409,10.04,1.26,3.1,-0.67,0.13,-0.02,1.0
410,9.9,0.7,2.35,-0.61,0.01,-0.02,1.0
411,10.14,0.31,1.89,-0.54,-0.19,-0.04,1.0
412,9.91,0.24,2.06,-0.58,-0.18,-0.09,1.0
413,10.18,0.23,1.77,-0.6,-0.12,-0.09,1.0
414,10.27,0.27,1.61,-0.64,0.01,-0.11,1.0
415,10.17,0.11,1.21,-0.65,-0.35,0.07,1.0
416,10.02,0.14,1.0,-0.59,-0.37,-0.1,1.0
417,10.14,0.11,0.6,-0.55,-0.25,-0.19,1.0
418,10.15,0.3,0.66,-0.58,-0.31,-0.04,1.0
419,9.96,0.32,0.1,-0.56,-0.06,-0.1,1.0
420,9.61,0.45,0.34,-0.55,-0.06,-0.05,1.0
421,10.82,0.34,0.14,-0.62,-0.19,0.07,1.0
422,10.44,0.31,-0.22,-0.57,-0.03,-0.1,1.0
423,10.24,0.67,-0.41,-0.58,-0.13,0.06,1.0
424,9.94,0.52,-0.53,-0.54,-0.09,-0.11,1.0
425,9.92,0.39,-0.46,-0.57,0.1,-0.15,1.0
